=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.03.01 17:31:56 =~=~=~=~=~=~=~=~=~=~=~=
SampleIndex,Voltage(V),Current(A),ActiveChannel
986,0.0000,0.184399,4
987,0.0000,0.175249,4
988,0.0000,0.171026,4
989,0.0072,0.165396,4
990,0.0145,0.173138,4
991,0.0217,0.162581,4
992,0.0361,0.174545,4
993,0.0506,0.156950,4
994,0.0650,0.155543,4
995,0.0795,0.162581,4
996,0.1012,0.155543,4
997,0.1229,0.156950,4
998,0.1518,0.142874,4
999,0.1734,0.139355,4
1000,0.2023,0.128798,4
1001,0.2313,0.122463,4
1002,0.2674,0.123871,4
1003,0.2963,0.109091,4
1004,0.3324,0.108387,4
1005,0.3686,0.107683,4
1006,0.4047,0.095718,4
1007,0.4480,0.088680,4
1008,0.4842,0.078123,4
1009,0.5275,0.071085,4
1010,0.5709,0.052786,4
1011,0.6143,0.054897,4
1012,0.6648,0.041525,4
1013,0.7082,0.033783,4
1014,0.7588,0.030968,4
1015,0.8021,0.019707,4
1016,0.8527,0.015484,4
1017,0.9033,0.011965,4
1018,0.9539,0.007742,4
1019,1.0045,0.007742,4
1020,1.0551,0.006334,4
1021,1.1057,0.006334,4
1022,1.1562,0.007038,4
1023,1.2141,0.005630,4
1024,1.2646,0.007038,4
1025,1.3152,0.007038,4
1026,1.3658,0.006334,4
1027,1.4164,0.006334,4
1028,1.4670,0.007038,4
1029,1.5176,0.006334,4
1030,1.5682,0.006334,4
1031,1.6187,0.005630,4
1032,1.6621,0.005630,4
1033,1.7127,0.005630,4
1034,1.7561,0.007038,4
1035,1.8066,0.005630,4
1036,1.8500,0.006334,4
1037,1.8861,0.007742,4
1038,1.9295,0.007038,4
1039,1.9729,0.005630,4
1040,2.0090,0.006334,4
1041,2.0451,0.007038,4
1042,2.0812,0.005630,4
1043,2.1174,0.006334,4
1044,2.1463,0.007038,4
1045,2.1752,0.007038,4
1046,2.2041,0.006334,4
1047,2.2330,0.006334,4
1048,2.2619,0.007038,4
1049,2.2836,0.007038,4
1050,2.3053,0.006334,4
1051,2.3197,0.007038,4
1052,2.3414,0.007742,4
1053,2.3559,0.006334,4
1054,2.3631,0.005630,4
1055,2.3775,0.007038,4
1056,2.3848,0.006334,4
1057,2.3920,0.007038,4
1058,2.3920,0.007038,4
1059,2.3920,0.004927,4
1060,2.3920,0.006334,4
1061,2.3920,0.006334,4
1062,2.3848,0.005630,4
1063,2.3775,0.007742,4
1064,2.3703,0.006334,4
1065,2.3559,0.006334,4
1066,2.3486,0.007038,4
1067,2.3270,0.006334,4
1068,2.3125,0.007742,4
1069,2.2908,0.007038,4
1070,2.2691,0.006334,4
1071,2.2475,0.006334,4
1072,2.2186,0.007038,4
1073,2.1896,0.006334,4
1074,2.1607,0.005630,4
1075,2.1318,0.006334,4
1076,2.0957,0.007038,4
1077,2.0668,0.007038,4
1078,2.0307,0.005630,4
1079,1.9873,0.007038,4
1080,1.9512,0.007038,4
1081,1.9078,0.006334,4
1082,1.8717,0.005630,4
1083,1.8283,0.007038,4
1084,1.7777,0.005630,4
1085,1.7344,0.004927,4
1086,1.6910,0.006334,4
1087,1.6404,0.007038,4
1088,1.5898,0.006334,4
1089,1.5465,0.006334,4
1090,1.4959,0.005630,4
1091,1.4453,0.005630,4
1092,1.3947,0.006334,4
1093,1.3441,0.007038,4
1094,1.2936,0.007038,4
1095,1.2430,0.007038,4
1096,1.1924,0.004927,4
1097,1.1346,0.005630,4
1098,1.0840,0.007038,4
1099,1.0334,0.006334,4
1100,0.9828,0.006334,4
1101,0.9322,0.006334,4
1102,0.8816,0.006334,4
1103,0.8383,0.009150,4
1104,0.7877,0.012669,4
1105,0.7371,0.017595,4
1106,0.6938,0.025337,4
1107,0.6432,0.026041,4
1108,0.5998,0.038710,4
1109,0.5564,0.045044,4
1110,0.5131,0.051378,4
1111,0.4697,0.064047,4
1112,0.4336,0.068270,4
1113,0.3902,0.070381,4
1114,0.3541,0.092199,4
1115,0.3180,0.093607,4
1116,0.2818,0.095015,4
1117,0.2529,0.108387,4
1118,0.2240,0.119648,4
1119,0.1951,0.127390,4
1120,0.1662,0.135132,4
1121,0.1373,0.144985,4
1122,0.1156,0.139355,4
1123,0.0939,0.148504,4
1124,0.0723,0.147801,4
1125,0.0578,0.155543,4
1126,0.0434,0.153431,4
1127,0.0289,0.166804,4
1128,0.0217,0.166804,4
1129,0.0072,0.159062,4
1130,0.0000,0.166100,4
1131,0.0000,0.165396,4
1132,0.0000,0.167507,4
1133,0.0000,0.171730,4
1134,0.0000,0.180176,4
1135,0.0000,0.168211,4
1136,0.0072,0.162581,4
1137,0.0217,0.163284,4
1138,0.0289,0.178065,4
1139,0.0434,0.175249,4
1140,0.0578,0.168211,4
1141,0.0723,0.155543,4
1142,0.0939,0.149208,4
1143,0.1156,0.157654,4
1144,0.1373,0.140762,4
1145,0.1662,0.132317,4
1146,0.1951,0.129501,4
1147,0.2240,0.123167,4
1148,0.2529,0.123871,4
1149,0.2818,0.124575,4
1150,0.3180,0.111202,4
1151,0.3541,0.099238,4
1152,0.3902,0.090088,4
1153,0.4336,0.081642,4
1154,0.4697,0.077419,4
1155,0.5131,0.073196,4
1156,0.5564,0.059824,4
1157,0.5998,0.049971,4
1158,0.6432,0.054897,4
1159,0.6938,0.042933,4
1160,0.7371,0.030264,4
1161,0.7877,0.028152,4
1162,0.8383,0.015484,4
1163,0.8816,0.010557,4
1164,0.9322,0.009853,4
1165,0.9828,0.007038,4
1166,1.0334,0.006334,4
1167,1.0912,0.007038,4
1168,1.1418,0.005630,4
1169,1.1996,0.007038,4
1170,1.2502,0.007742,4
1171,1.3008,0.007038,4
1172,1.3514,0.007038,4
1173,1.4020,0.005630,4
1174,1.4525,0.006334,4
1175,1.5031,0.005630,4
1176,1.5537,0.006334,4
1177,1.5971,0.007038,4
1178,1.6477,0.006334,4
1179,1.6982,0.005630,4
1180,1.7416,0.007742,4
1181,1.7850,0.007038,4
1182,1.8283,0.007038,4
1183,1.8717,0.005630,4
1184,1.9150,0.006334,4
1185,1.9584,0.007038,4
1186,1.9945,0.005630,4
1187,2.0307,0.006334,4
1188,2.0668,0.007038,4
1189,2.1029,0.006334,4
1190,2.1391,0.005630,4
1191,2.1680,0.007038,4
1192,2.1969,0.006334,4
1193,2.2258,0.007038,4
1194,2.2475,0.005630,4
1195,2.2764,0.007742,4
1196,2.2980,0.005630,4
1197,2.3125,0.006334,4
1198,2.3342,0.005630,4
1199,2.3486,0.007038,4
1200,2.3631,0.006334,4
1201,2.3703,0.007742,4
1202,2.3848,0.007038,4
1203,2.3848,0.007038,4
1204,2.3920,0.007742,4
1205,2.3920,0.006334,4
1206,2.3920,0.006334,4
1207,2.3920,0.004927,4
1208,2.3920,0.005630,4
1209,2.3848,0.006334,4
1210,2.3775,0.005630,4
1211,2.3631,0.006334,4
1212,2.3486,0.006334,4
1213,2.3342,0.006334,4
1214,2.3197,0.007038,4
1215,2.2980,0.006334,4
1216,2.2764,0.006334,4
1217,2.2547,0.007038,4
1218,2.2330,0.007038,4
1219,2.2041,0.006334,4
1220,2.1752,0.007038,4
1221,2.1463,0.007038,4
1222,2.1102,0.005630,4
1223,2.0740,0.005630,4
1224,2.0451,0.006334,4
1225,2.0018,0.006334,4
1226,1.9656,0.006334,4
1227,1.9223,0.005630,4
1228,1.8861,0.005630,4
1229,1.8428,0.007038,4
1230,1.7994,0.007038,4
1231,1.7488,0.006334,4
1232,1.7055,0.006334,4
1233,1.6621,0.006334,4
1234,1.6115,0.007742,4
1235,1.5609,0.005630,4
1236,1.5104,0.007038,4
1237,1.4670,0.006334,4
1238,1.4164,0.006334,4
1239,1.3658,0.007038,4
1240,1.3080,0.006334,4
1241,1.2574,0.006334,4
1242,1.2068,0.007038,4
1243,1.1562,0.006334,4
1244,1.1057,0.006334,4
1245,1.0551,0.007038,4
1246,1.0045,0.006334,4
1247,0.9539,0.007742,4
1248,0.9033,0.004927,4
1249,0.8527,0.007038,4
1250,0.8021,0.009853,4
1251,0.7588,0.014076,4
1252,0.7082,0.023226,4
1253,0.6648,0.028856,4
1254,0.6143,0.035894,4
1255,0.5709,0.044340,4
1256,0.5275,0.052786,4
1257,0.4842,0.057009,4
1258,0.4480,0.071085,4
1259,0.4047,0.072493,4
1260,0.3686,0.085161,4
1261,0.3324,0.087273,4
1262,0.2963,0.103460,4
1263,0.2602,0.103460,4
1264,0.2313,0.120352,4
1265,0.2023,0.121056,4
1266,0.1734,0.127390,4
1267,0.1518,0.129501,4
1268,0.1229,0.147097,4
1269,0.1012,0.138651,4
1270,0.0795,0.147801,4
1271,0.0650,0.163988,4
1272,0.0506,0.156950,4
1273,0.0361,0.167507,4
1274,0.0217,0.167507,4
1275,0.0145,0.176657,4
1276,0.0072,0.162581,4
1277,0.0000,0.170323,4
1278,0.0000,0.183695,4
1279,0.0000,0.165396,4
1280,0.0000,0.181584,4
1281,0.0000,0.165396,4
1282,0.0072,0.173842,4
1283,0.0145,0.174545,4
1284,0.0289,0.165396,4
1285,0.0361,0.166804,4
1286,0.0506,0.156950,4
1287,0.0723,0.161877,4
1288,0.0867,0.159062,4
1289,0.1084,0.152023,4
1290,0.1301,0.141466,4
1291,0.1518,0.148504,4
1292,0.1807,0.132317,4
1293,0.2096,0.126686,4
1294,0.2385,0.122463,4
1295,0.2746,0.111202,4
1296,0.3035,0.118944,4
1297,0.3396,0.102757,4
1298,0.3758,0.093607,4
1299,0.4191,0.085161,4
1300,0.4553,0.084457,4
1301,0.4986,0.073900,4
1302,0.5420,0.068270,4
1303,0.5854,0.051378,4
1304,0.6287,0.049971,4
1305,0.6721,0.048563,4
1306,0.7227,0.035191,4
1307,0.7660,0.023226,4
1308,0.8166,0.026745,4
1309,0.8672,0.014076,4
1310,0.9178,0.009853,4
1311,0.9684,0.007742,4
1312,1.0189,0.007038,4
1313,1.0695,0.006334,4
1314,1.1201,0.006334,4
1315,1.1707,0.006334,4
1316,1.2285,0.006334,4
1317,1.2791,0.005630,4
1318,1.3297,0.006334,4
1319,1.3803,0.007038,4
1320,1.4309,0.006334,4
1321,1.4814,0.006334,4
1322,1.5320,0.006334,4
1323,1.5826,0.005630,4
1324,1.6332,0.005630,4
1325,1.6766,0.006334,4
1326,1.7271,0.007038,4
1327,1.7705,0.006334,4
1328,1.8139,0.006334,4
1329,1.8572,0.005630,4
1330,1.9006,0.004927,4
1331,1.9439,0.007038,4
1332,1.9801,0.006334,4
1333,2.0162,0.005630,4
1334,2.0523,0.006334,4
1335,2.0885,0.006334,4
1336,2.1246,0.006334,4
1337,2.1535,0.007038,4
1338,2.1824,0.006334,4
1339,2.2113,0.006334,4
1340,2.2402,0.005630,4
1341,2.2619,0.006334,4
1342,2.2836,0.006334,4
1343,2.3053,0.006334,4
1344,2.3270,0.006334,4
1345,2.3414,0.006334,4
1346,2.3559,0.007038,4
1347,2.3703,0.006334,4
1348,2.3775,0.007038,4
1349,2.3848,0.007038,4
1350,2.3920,0.004927,4
1351,2.3920,0.006334,4
1352,2.3992,0.007038,4
1353,2.3920,0.006334,4
1354,2.3920,0.007038,4
1355,2.3848,0.004927,4
1356,2.3775,0.006334,4
1357,2.3703,0.006334,4
1358,2.3559,0.006334,4
1359,2.3414,0.007038,4
1360,2.3270,0.006334,4
1361,2.3053,0.005630,4
1362,2.2836,0.007038,4
1363,2.2619,0.006334,4
1364,2.2402,0.007038,4
1365,2.2113,0.006334,4
1366,2.1824,0.006334,4
1367,2.1535,0.007038,4
1368,2.1246,0.006334,4
1369,2.0885,0.006334,4
1370,2.0523,0.007038,4
1371,2.0162,0.005630,4
1372,1.9801,0.007038,4
1373,1.9439,0.006334,4
1374,1.9006,0.007038,4
1375,1.8572,0.006334,4
1376,1.8139,0.007038,4
1377,1.7705,0.007038,4
1378,1.7271,0.006334,4
1379,1.6766,0.005630,4
1380,1.6260,0.007038,4
1381,1.5826,0.006334,4
1382,1.5320,0.007038,4
1383,1.4814,0.007038,4
1384,1.4309,0.006334,4
1385,1.3803,0.007038,4
1386,1.3297,0.007038,4
1387,1.2791,0.006334,4
1388,1.2285,0.006334,4
1389,1.1779,0.007742,4
1390,1.1273,0.005630,4
1391,1.0768,0.004927,4
1392,1.0189,0.006334,4
1393,0.9684,0.005630,4
1394,0.9250,0.006334,4
1395,0.8744,0.007038,4
1396,0.8238,0.009150,4
1397,0.7732,0.015484,4
1398,0.7227,0.017595,4
1399,0.6793,0.027449,4
1400,0.6359,0.034487,4
1401,0.5854,0.042229,4
1402,0.5420,0.052082,4
1403,0.4986,0.060528,4
1404,0.4625,0.062639,4
1405,0.4191,0.076012,4
1406,0.3830,0.077419,4
1407,0.3469,0.087977,4
1408,0.3107,0.098534,4
1409,0.2746,0.099941,4
1410,0.2457,0.115425,4
1411,0.2168,0.124575,4
1412,0.1879,0.125982,4
1413,0.1590,0.125982,4
1414,0.1301,0.137243,4
1415,0.1084,0.150616,4
1416,0.0867,0.147097,4
1417,0.0723,0.143578,4
1418,0.0506,0.155543,4
1419,0.0361,0.160469,4
1420,0.0289,0.171026,4
1421,0.0145,0.159765,4
1422,0.0072,0.168211,4
1423,0.0000,0.169619,4
1424,0.0000,0.168211,4
1425,0.0000,0.166804,4
1426,0.0000,0.182287,4
1427,0.0000,0.178768,4
1428,0.0072,0.178065,4
1429,0.0145,0.171730,4
1430,0.0217,0.161173,4
1431,0.0361,0.171026,4
1432,0.0434,0.166804,4
1433,0.0650,0.168915,4
1434,0.0795,0.159765,4
1435,0.1012,0.158358,4
1436,0.1229,0.139355,4
1437,0.1445,0.139355,4
1438,0.1734,0.133724,4
1439,0.2023,0.123871,4
1440,0.2313,0.124575,4
1441,0.2602,0.120352,4
1442,0.2963,0.114018,4
1443,0.3252,0.102757,4
1444,0.3613,0.099238,4
1445,0.4047,0.090088,4
1446,0.4408,0.080938,4
1447,0.4842,0.071789,4
1448,0.5275,0.064047,4
1449,0.5709,0.067566,4
1450,0.6143,0.058416,4
1451,0.6576,0.045044,4
1452,0.7010,0.045748,4
1453,0.7516,0.029560,4
1454,0.8021,0.019707,4
1455,0.8455,0.020411,4
1456,0.8961,0.009150,4
1457,0.9467,0.008446,4
1458,0.9973,0.006334,4
1459,1.0479,0.007038,4
1460,1.0984,0.004927,4
1461,1.1490,0.006334,4
1462,1.2068,0.005630,4
1463,1.2574,0.006334,4
1464,1.3080,0.005630,4
1465,1.3658,0.008446,4
1466,1.4164,0.006334,4
1467,1.4670,0.006334,4
1468,1.5104,0.005630,4
1469,1.5609,0.007038,4
1470,1.6115,0.005630,4
1471,1.6621,0.007038,4
1472,1.7055,0.007742,4
1473,1.7561,0.005630,4
1474,1.7994,0.006334,4
1475,1.8428,0.006334,4
1476,1.8861,0.007742,4
1477,1.9295,0.007038,4
1478,1.9656,0.007038,4
1479,2.0018,0.006334,4
1480,2.0451,0.006334,4
1481,2.0812,0.005630,4
1482,2.1102,0.007742,4
1483,2.1463,0.005630,4
1484,2.1752,0.007038,4
1485,2.2041,0.006334,4
1486,2.2330,0.005630,4
1487,2.2547,0.006334,4
1488,2.2764,0.007038,4
1489,2.2980,0.005630,4
1490,2.3197,0.006334,4
1491,2.3342,0.006334,4
1492,2.3486,0.006334,4
1493,2.3631,0.005630,4
1494,2.3775,0.006334,4
1495,2.3848,0.005630,4
1496,2.3920,0.006334,4
1497,2.3920,0.005630,4
1498,2.3920,0.007038,4
1499,2.3920,0.006334,4
1500,2.3920,0.006334,4
1501,2.3848,0.006334,4
1502,2.3775,0.007038,4
1503,2.3703,0.006334,4
1504,2.3631,0.007038,4
1505,2.3486,0.005630,4
1506,2.3342,0.007742,4
1507,2.3125,0.007038,4
1508,2.2980,0.006334,4
1509,2.2764,0.005630,4
1510,2.2475,0.006334,4
1511,2.2258,0.007038,4
1512,2.1969,0.007038,4
1513,2.1680,0.007742,4
1514,2.1391,0.007038,4
1515,2.1029,0.006334,4
1516,2.0668,0.005630,4
1517,2.0307,0.007038,4
1518,1.9945,0.007038,4
1519,1.9584,0.007038,4
1520,1.9150,0.006334,4
1521,1.8717,0.004927,4
1522,1.8283,0.006334,4
1523,1.7850,0.007038,4
1524,1.7416,0.005630,4
1525,1.6910,0.006334,4
1526,1.6477,0.004927,4
1527,1.5971,0.004223,4
1528,1.5537,0.006334,4
1529,1.5031,0.007038,4
1530,1.4525,0.006334,4
1531,1.4020,0.005630,4
1532,1.3514,0.006334,4
1533,1.3008,0.006334,4
1534,1.2502,0.006334,4
1535,1.1924,0.006334,4
1536,1.1418,0.006334,4
1537,1.0912,0.007038,4
1538,1.0406,0.007038,4
1539,0.9900,0.007038,4
1540,0.9395,0.005630,4
1541,0.8889,0.007038,4
1542,0.8383,0.007038,4
1543,0.7949,0.009853,4
1544,0.7443,0.016891,4
1545,0.6938,0.023226,4
1546,0.6504,0.036598,4
1547,0.6070,0.039413,4
1548,0.5637,0.041525,4
1549,0.5203,0.051378,4
1550,0.4770,0.066862,4
1551,0.4336,0.063343,4
1552,0.3975,0.073196,4
1553,0.3613,0.088680,4
1554,0.3252,0.097126,4
1555,0.2891,0.097830,4
1556,0.2529,0.108387,4
1557,0.2240,0.106979,4
1558,0.1951,0.114018,4
1559,0.1662,0.137243,4
1560,0.1445,0.135132,4
1561,0.1156,0.139355,4
1562,0.0939,0.151320,4
1563,0.0795,0.153431,4
1564,0.0578,0.161877,4
1565,0.0434,0.166804,4
1566,0.0289,0.159062,4
1567,0.0217,0.171730,4
1568,0.0072,0.169619,4
1569,0.0072,0.166804,4
1570,0.0000,0.168915,4
1571,0.0000,0.175249,4
1572,0.0000,0.180176,4
1573,0.0000,0.163284,4
1574,0.0000,0.178768,4
1575,0.0072,0.171026,4
1576,0.0145,0.173842,4
1577,0.0289,0.166804,4
1578,0.0434,0.174545,4
1579,0.0578,0.165396,4
1580,0.0723,0.157654,4
1581,0.0939,0.157654,4
1582,0.1156,0.149912,4
1583,0.1373,0.150616,4
1584,0.1590,0.140762,4
1585,0.1879,0.128094,4
1586,0.2168,0.137243,4
1587,0.2457,0.116833,4
1588,0.2818,0.118240,4
1589,0.3180,0.098534,4
1590,0.3541,0.111906,4
1591,0.3902,0.092199,4
1592,0.4264,0.078123,4
1593,0.4697,0.079531,4
1594,0.5059,0.070381,4
1595,0.5492,0.058416,4
1596,0.5926,0.056305,4
1597,0.6432,0.042933,4
1598,0.6865,0.035191,4
1599,0.7299,0.037302,4
1600,0.7805,0.027449,4
1601,0.8311,0.019707,4
1602,0.8816,0.015484,4
1603,0.9322,0.008446,4
1604,0.9828,0.007038,4
1605,1.0334,0.007038,4
1606,1.0840,0.006334,4
1607,1.1346,0.006334,4
1608,1.1852,0.006334,4
1609,1.2430,0.005630,4
1610,1.2936,0.005630,4
1611,1.3441,0.007038,4
1612,1.3947,0.007742,4
1613,1.4453,0.006334,4
1614,1.4959,0.006334,4
1615,1.5465,0.007742,4
1616,1.5971,0.005630,4
1617,1.6404,0.006334,4
1618,1.6910,0.006334,4
1619,1.7344,0.007038,4
1620,1.7777,0.006334,4
1621,1.8283,0.006334,4
1622,1.8717,0.005630,4
1623,1.9078,0.004927,4
1624,1.9512,0.006334,4
1625,1.9873,0.007038,4
1626,2.0307,0.007038,4
1627,2.0668,0.006334,4
1628,2.0957,0.006334,4
1629,2.1318,0.005630,4
1630,2.1607,0.007038,4
1631,2.1896,0.006334,4
1632,2.2186,0.007038,4
1633,2.2475,0.006334,4
1634,2.2691,0.006334,4
1635,2.2908,0.007038,4
1636,2.3125,0.006334,4
1637,2.3270,0.007742,4
1638,2.3486,0.007038,4
1639,2.3559,0.006334,4
1640,2.3703,0.008446,4
1641,2.3775,0.007038,4
1642,2.3848,0.007038,4
1643,2.3920,0.007038,4
1644,2.3920,0.006334,4
1645,2.3920,0.006334,4
1646,2.3920,0.006334,4
1647,2.3920,0.004927,4
1648,2.3848,0.007038,4
1649,2.3775,0.007038,4
1650,2.3631,0.007038,4
1651,2.3559,0.006334,4
1652,2.3414,0.007038,4
1653,2.3197,0.007038,4
1654,2.3053,0.006334,4
1655,2.2836,0.006334,4
1656,2.2619,0.007038,4
1657,2.2330,0.006334,4
1658,2.2041,0.007038,4
1659,2.1752,0.005630,4
1660,2.1463,0.006334,4
1661,2.1174,0.005630,4
1662,2.0812,0.007038,4
1663,2.0451,0.007742,4
1664,2.0090,0.007038,4
1665,1.9729,0.006334,4
1666,1.9295,0.006334,4
1667,1.8861,0.005630,4
1668,1.8500,0.007038,4
1669,1.7994,0.005630,4
1670,1.7561,0.006334,4
1671,1.7127,0.005630,4
1672,1.6621,0.006334,4
1673,1.6187,0.006334,4
1674,1.5682,0.005630,4
1675,1.5176,0.007038,4
1676,1.4670,0.005630,4
1677,1.4164,0.006334,4
1678,1.3658,0.006334,4
1679,1.3152,0.004927,4
1680,1.2646,0.005630,4
1681,1.2141,0.006334,4
1682,1.1635,0.005630,4
1683,1.1129,0.005630,4
1684,1.0623,0.006334,4
1685,1.0117,0.007038,4
1686,0.9611,0.007742,4
1687,0.9105,0.006334,4
1688,0.8600,0.006334,4
1689,0.8094,0.007038,4
1690,0.7588,0.015484,4
1691,0.7154,0.023930,4
1692,0.6648,0.025337,4
1693,0.6215,0.032375,4
1694,0.5781,0.049267,4
1695,0.5348,0.052786,4
1696,0.4914,0.064047,4
1697,0.4480,0.066158,4
1698,0.4119,0.078123,4
1699,0.3758,0.087977,4
1700,0.3396,0.095718,4
1701,0.3035,0.101349,4
1702,0.2674,0.098534,4
1703,0.2385,0.111202,4
1704,0.2023,0.119648,4
1705,0.1807,0.121760,4
1706,0.1518,0.125982,4
1707,0.1301,0.140762,4
1708,0.1084,0.150616,4
1709,0.0867,0.149208,4
1710,0.0650,0.147097,4
1711,0.0506,0.156950,4
1712,0.0361,0.158358,4
1713,0.0217,0.154839,4
1714,0.0145,0.159765,4
1715,0.0072,0.170323,4
1716,0.0000,0.172434,4
1717,0.0000,0.168211,4
1718,0.0000,0.165396,4
1719,0.0000,0.172434,4
1720,0.0000,0.164692,4
1721,0.0072,0.172434,4
1722,0.0145,0.177361,4
1723,0.0217,0.168915,4
1724,0.0361,0.159765,4
1725,0.0506,0.167507,4
1726,0.0650,0.159062,4
1727,0.0867,0.154135,4
1728,0.1084,0.149912,4
1729,0.1301,0.148504,4
1730,0.1518,0.145689,4
1731,0.1807,0.137243,4
1732,0.2096,0.125279,4
1733,0.2385,0.128094,4
1734,0.2674,0.128094,4
1735,0.3035,0.103460,4
1736,0.3396,0.101349,4
1737,0.3758,0.096422,4
1738,0.4119,0.092199,4
1739,0.4480,0.075308,4
1740,0.4914,0.075308,4
1741,0.5348,0.066158,4
1742,0.5781,0.057713,4
1743,0.6215,0.054897,4
1744,0.6721,0.045044,4
1745,0.7154,0.037302,4
1746,0.7660,0.033783,4
1747,0.8094,0.022522,4
1748,0.8600,0.013372,4
1749,0.9105,0.011965,4
1750,0.9611,0.007038,4
1751,1.0117,0.007038,4
1752,1.0623,0.006334,4
1753,1.1129,0.007038,4
1754,1.1635,0.007742,4
1755,1.2213,0.007038,4
1756,1.2719,0.007038,4
1757,1.3225,0.006334,4
1758,1.3730,0.007742,4
1759,1.4236,0.007038,4
1760,1.4742,0.006334,4
1761,1.5248,0.004927,4
1762,1.5754,0.007038,4
1763,1.6260,0.005630,4
1764,1.6693,0.007038,4
1765,1.7199,0.004927,4
1766,1.7633,0.006334,4
1767,1.8066,0.006334,4
1768,1.8500,0.006334,4
1769,1.8934,0.004927,4
1770,1.9367,0.006334,4
1771,1.9729,0.007038,4
1772,2.0162,0.006334,4
1773,2.0523,0.006334,4
1774,2.0885,0.007038,4
1775,2.1174,0.007038,4
1776,2.1535,0.005630,4
1777,2.1824,0.006334,4
1778,2.2113,0.006334,4
1779,2.2402,0.007038,4
1780,2.2619,0.007038,4
1781,2.2836,0.007038,4
1782,2.3053,0.006334,4
1783,2.3270,0.007038,4
1784,2.3414,0.007038,4
1785,2.3559,0.006334,4
1786,2.3703,0.006334,4
1787,2.3775,0.006334,4
1788,2.3848,0.006334,4
1789,2.3920,0.008446,4
1790,2.3920,0.006334,4
1791,2.3920,0.006334,4
1792,2.3920,0.007038,4
1793,2.3920,0.005630,4
1794,2.3848,0.005630,4
1795,2.3775,0.006334,4
1796,2.3703,0.007038,4
1797,2.3559,0.006334,4
1798,2.3414,0.006334,4
1799,2.3270,0.005630,4
1800,2.3125,0.007742,4
1801,2.2908,0.007038,4
1802,2.2691,0.006334,4
1803,2.2402,0.007038,4
1804,2.2186,0.006334,4
1805,2.1896,0.006334,4
1806,2.1607,0.005630,4
1807,2.1246,0.006334,4
1808,2.0957,0.007038,4
1809,2.0596,0.006334,4
1810,2.0234,0.007038,4
1811,1.9873,0.006334,4
1812,1.9439,0.005630,4
1813,1.9078,0.007038,4
1814,1.8645,0.006334,4
1815,1.8211,0.007038,4
1816,1.7777,0.006334,4
1817,1.7271,0.005630,4
1818,1.6838,0.007038,4
1819,1.6332,0.006334,4
1820,1.5898,0.006334,4
1821,1.5393,0.006334,4
1822,1.4887,0.005630,4
1823,1.4381,0.007038,4
1824,1.3875,0.007038,4
1825,1.3369,0.007038,4
1826,1.2863,0.007038,4
1827,1.2357,0.007038,4
1828,1.1852,0.005630,4
1829,1.1346,0.006334,4
1830,1.0768,0.007038,4
1831,1.0262,0.005630,4
1832,0.9756,0.007038,4
1833,0.9250,0.007038,4
1834,0.8744,0.007742,4
1835,0.8311,0.008446,4
1836,0.7805,0.011261,4
1837,0.7299,0.021114,4
1838,0.6865,0.028856,4
1839,0.6359,0.028152,4
1840,0.5926,0.038006,4
1841,0.5492,0.046452,4
1842,0.5059,0.049267,4
1843,0.4625,0.071789,4
1844,0.4264,0.074604,4
1845,0.3902,0.083754,4
1846,0.3469,0.087273,4
1847,0.3107,0.096422,4
1848,0.2818,0.095015,4
1849,0.2457,0.112610,4
1850,0.2168,0.120352,4
1851,0.1879,0.118944,4
1852,0.1590,0.137243,4
1853,0.1373,0.130909,4
1854,0.1156,0.129501,4
1855,0.0939,0.139355,4
1856,0.0723,0.158358,4
1857,0.0578,0.155543,4
1858,0.0434,0.166100,4
1859,0.0289,0.159765,4
1860,0.0145,0.169619,4
1861,0.0072,0.161877,4
1862,0.0000,0.178065,4
1863,0.0000,0.176657,4
1864,0.0000,0.162581,4
1865,0.0000,0.168211,4
1866,0.0000,0.166100,4
1867,0.0072,0.168211,4
1868,0.0145,0.176657,4
1869,0.0217,0.173842,4
1870,0.0289,0.175953,4
1871,0.0434,0.155543,4
1872,0.0578,0.154135,4
1873,0.0795,0.153431,4
1874,0.0939,0.146393,4
1875,0.1156,0.142874,4
1876,0.1445,0.136540,4
1877,0.1662,0.138651,4
1878,0.1951,0.142170,4
1879,0.2240,0.127390,4
1880,0.2529,0.111202,4
1881,0.2891,0.110499,4
1882,0.3252,0.100645,4
1883,0.3613,0.097830,4
1884,0.3975,0.099941,4
1885,0.4336,0.087273,4
1886,0.4770,0.071085,4
1887,0.5203,0.078123,4
1888,0.5637,0.057009,4
1889,0.6070,0.054194,4
1890,0.6504,0.047155,4
1891,0.7010,0.040821,4
1892,0.7443,0.033079,4
1893,0.7949,0.024633,4
1894,0.8455,0.015484,4
1895,0.8889,0.011261,4
1896,0.9395,0.010557,4
1897,0.9900,0.007038,4
1898,1.0406,0.007038,4
1899,1.0912,0.006334,4
1900,1.1418,0.007742,4
1901,1.1996,0.007038,4
1902,1.2574,0.005630,4
1903,1.3080,0.006334,4
1904,1.3586,0.007742,4
1905,1.4092,0.006334,4
1906,1.4598,0.006334,4
1907,1.5104,0.006334,4
1908,1.5537,0.006334,4
1909,1.6043,0.007038,4
1910,1.6549,0.006334,4
1911,1.6982,0.006334,4
1912,1.7488,0.006334,4
1913,1.7922,0.007038,4
